Source,SourceID,Lat-Long-Sender,Target,TargetID,Lat-Long-Receiver,Type,Label,Weight
"Alpenhaus Kesselfall","40435","47,216326 12,726278","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Alpenhaus Kesselfall–1/1 Post- und Telegraphenamt 1","1"
"Wien","50","48,208333 16,373056","Hotel Hammerand","585","48,2123639 16,3534843","Directed","Wien–Hotel Hammerand","1"
"Kopenhagen","36300","55,67594 12,56553","Menton","36456","43,77649 7,50435","Directed","Kopenhagen–Menton","1"
"München","45258","48,13743 11,57549","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","München–Edmund-Weiß-Gasse 7","3"
"Znojmo","33976","48,85024 16,04869","Wien","50","48,208333 16,373056","Directed","Znojmo–Wien","1"
"Dubrovnik","682","42,64807 18,09216","Rodaun","173","48,132793312328 16,256152195922","Directed","Dubrovnik–Rodaun","1"
"St. Gilgen","33","47,76667 13,36667","Tiefer Graben 23","207296","48,213038 16,368738","Directed","St. Gilgen–Tiefer Graben 23","1"
"Hotel Royal","1101","48,2078844 16,3723234","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Hotel Royal–1/1 Post- und Telegraphenamt 1","3"
"Sand in Taufers","46965","46,90844 11,96036","Sand in Taufers","46965","46,90844 11,96036","Directed","Sand in Taufers–Sand in Taufers","1"
"Sand in Taufers","46965","46,90844 11,96036","Pörtschach am Wörthersee","44278","46,635556 14,1425","Directed","Sand in Taufers–Pörtschach am Wörthersee","1"
"Atlantischer Ozean","12376","7,0 -31,0","New York City","44053","40,71427 -74,00597","Directed","Atlantischer Ozean–New York City","1"
"New York City","44053","40,71427 -74,00597","Sternwartestraße 71","168815","48,23188 16,33716","Directed","New York City–Sternwartestraße 71","1"
"I., Innere Stadt","51","48,20769 16,37049","XVIII., Währing","68","48,23333 16,31667","Directed","I., Innere Stadt–XVIII., Währing","2"
"Schruns","38711","47,06667 9,91667","Schruns","38711","47,06667 9,91667","Directed","Schruns–Schruns","1"
"Schruns","38711","47,06667 9,91667","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Schruns–1/1 Post- und Telegraphenamt 1","1"
"Weißenbach am Attersee","34344","47,8004 13,5358","Lunz am See","941","47,8612 15,02998","Directed","Weißenbach am Attersee–Lunz am See","1"
"Lunz am See","941","47,8612 15,02998","Wien","50","48,208333 16,373056","Directed","Lunz am See–Wien","1"
"Wien","50","48,208333 16,373056","Marienbad","772","49,964444 12,701944","Directed","Wien–Marienbad","2"
"Shanghai","37885","31,22222 121,45806","Salzburg","30","47,80067 13,04532","Directed","Shanghai–Salzburg","1"
"5, rue de Maubeuge","592","48,876475 2,340852","rue La Fayette","43395","48,878056 2,352778","Directed","5, rue de Maubeuge–rue La Fayette","2"
"rue La Fayette","43395","48,878056 2,352778","I., Innere Stadt","51","48,20769 16,37049","Directed","rue La Fayette–I., Innere Stadt","2"
"Hotel St. Gotthard Luzern","200956","47,050286 8,30899","Luzern","967","47,05048 8,30635","Directed","Hotel St. Gotthard Luzern–Luzern","1"
"Luzern","967","47,05048 8,30635","I., Innere Stadt","51","48,20769 16,37049","Directed","Luzern–I., Innere Stadt","1"
"Florenz","263","43,77925 11,24626","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Florenz–9/3 Post- und Telegraphenamt 72","1"
"Seeboden am Millstättersee","34824","46,818888888889 13,518333","Bad Ischl","213","47,71109 13,61893","Directed","Seeboden am Millstättersee–Bad Ischl","2"
"Eglmoosgasse 22","364910","47,712155 13,616607","Frankgasse 1","168934","48,21533 16,35736","Directed","Eglmoosgasse 22–Frankgasse 1","1"
"I., Innere Stadt","51","48,20769 16,37049","Znaim","33978","48,8555 16,0488","Directed","I., Innere Stadt–Znaim","1"
"Bad Ischl","213","47,71109 13,61893","Paris","182","48,85341 2,3488","Directed","Bad Ischl–Paris","1"
"Venedig","462","45,43713 12,33265","Kärntnerring 12/Bösendorferstraße 11","167805","48,20143 16,37196","Directed","Venedig–Kärntnerring 12/Bösendorferstraße 11","1"
"Brijuni","45260","44,91417 13,76222","Lido","259","45,38333 12,35","Directed","Brijuni–Lido","2"
"Menton","36456","43,77649 7,50435","Menton","36456","43,77649 7,50435","Directed","Menton–Menton","2"
"Menton","36456","43,77649 7,50435","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Menton–Tiefer Graben 23","2"
"Pegli","41022","44,42445 8,81213","Pegli","41022","44,42445 8,81213","Directed","Pegli–Pegli","1"
"Pegli","41022","44,42445 8,81213","IX., Alsergrund","59","48,22387 16,35641","Directed","Pegli–IX., Alsergrund","1"
"Oslo","36296","59,91273 10,74609","Oslo","36296","59,91273 10,74609","Directed","Oslo–Oslo","2"
"Oslo","36296","59,91273 10,74609","Kopenhagen","36300","55,67594 12,56553","Directed","Oslo–Kopenhagen","2"
"Tarvisio","43059","46,50567 13,58689","Villa Platzer","40788","46,8105 13,515","Directed","Tarvisio–Villa Platzer","1"
"Unterach am Attersee","877","47,80494 13,48728","Semmering","189","47,64224 15,8241","Directed","Unterach am Attersee–Semmering","1"
"St. Johann in Tirol","40127","47,52332 12,42326","Bad Ischl","213","47,71109 13,61893","Directed","St. Johann in Tirol–Bad Ischl","1"
"Hôtel Dürrenstein","147834","46,6533632 12,18012515","Höhlenstein","758","46,641944 12,2322","Directed","Hôtel Dürrenstein–Höhlenstein","1"
"XVIII., Währing","68","48,23333 16,31667","Pension Wiener Heim","334003","nicht vorhanden","Directed","XVIII., Währing–Pension Wiener Heim","1"
"Pension Wiener Heim","334003","nicht vorhanden","Pension Wiener Heim","334003","nicht vorhanden","Directed","Pension Wiener Heim–Pension Wiener Heim","1"
"Hotel Quirinale","769","41,90163 12,49484","Hotel Quirinale","769","41,90163 12,49484","Directed","Hotel Quirinale–Hotel Quirinale","1"
"Hotel Quirinale","769","41,90163 12,49484","Roma Termini","148287","41,900648 12,501755","Directed","Hotel Quirinale–Roma Termini","1"
"Tiefer Graben 23","207296","48,213038 16,368738","Kopenhagen","36300","55,67594 12,56553","Directed","Tiefer Graben 23–Kopenhagen","1"
"Berlin","168","52,52437 13,41053","Bad Ischl","213","47,71109 13,61893","Directed","Berlin–Bad Ischl","2"
"Puchberg am Schneeberg","48761","47,78709 15,91352","Frankgasse 1","168934","48,21533 16,35736","Directed","Puchberg am Schneeberg–Frankgasse 1","1"
"Leipzig","864","51,33962 12,37129","Leipzig","864","51,33962 12,37129","Directed","Leipzig–Leipzig","2"
"Leipzig","864","51,33962 12,37129","I., Innere Stadt","51","48,20769 16,37049","Directed","Leipzig–I., Innere Stadt","1"
"Wien","50","48,208333 16,373056","Wipplingerstraße","120","48,213598341107 16,368419109635","Directed","Wien–Wipplingerstraße","1"
"Wipplingerstraße","120","48,213598341107 16,368419109635","I., Innere Stadt","51","48,20769 16,37049","Directed","Wipplingerstraße–I., Innere Stadt","1"
"I., Innere Stadt","51","48,20769 16,37049","Ordination Arthur Schnitzler [Bösendorferstraße 11]","167789","48,2012 16,37188","Directed","I., Innere Stadt–Ordination Arthur Schnitzler [Bösendorferstraße 11]","2"
"Szklarska Poręba","34528","50,82567 15,52274","IX., Alsergrund","59","48,22387 16,35641","Directed","Szklarska Poręba–IX., Alsergrund","1"
"Algier","43991","36,73225 3,08746","Algier","43991","36,73225 3,08746","Directed","Algier–Algier","1"
"Algier","43991","36,73225 3,08746","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Algier–Tiefer Graben 17","1"
"München","45258","48,13743 11,57549","Tiefer Graben 23","207296","48,213038 16,368738","Directed","München–Tiefer Graben 23","1"
"Breitenstein am Semmering","36503","47,65949 15,82151","Wien","50","48,208333 16,373056","Directed","Breitenstein am Semmering–Wien","2"
"Salzburg","30","47,80067 13,04532","München","45258","48,13743 11,57549","Directed","Salzburg–München","1"
"Gilleleje","44252","56,12196 12,31056","Gilleleje","44252","56,12196 12,31056","Directed","Gilleleje–Gilleleje","1"
"Gilleleje","44252","56,12196 12,31056","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Gilleleje–Tiefer Graben 17","1"
"IX., Alsergrund","59","48,22387 16,35641","Schwarzspanierstraße","50603","48,21667 16,35762","Directed","IX., Alsergrund–Schwarzspanierstraße","1"
"IX., Alsergrund","59","48,22387 16,35641","Pörtschach am Wörthersee","44278","46,635556 14,1425","Directed","IX., Alsergrund–Pörtschach am Wörthersee","1"
"I., Innere Stadt","51","48,20769 16,37049","Caux","90460","46,43241 6,93855","Directed","I., Innere Stadt–Caux","1"
"Wien","50","48,208333 16,373056","XV., Rudolfsheim-Fünfhaus","65","48,19625 16,32749","Directed","Wien–XV., Rudolfsheim-Fünfhaus","2"
"XV., Rudolfsheim-Fünfhaus","65","48,19625 16,32749","I., Innere Stadt","51","48,20769 16,37049","Directed","XV., Rudolfsheim-Fünfhaus–I., Innere Stadt","1"
"Paris","182","48,85341 2,3488","London","224","51,50853 -0,12574","Directed","Paris–London","3"
"Edlach an der Rax","470","47,69255 15,80915","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","Edlach an der Rax–Hasenauerstraße 59","2"
"I., Innere Stadt","51","48,20769 16,37049","Wollzeile","338","48,20852 16,37592","Directed","I., Innere Stadt–Wollzeile","1"
"Riva del Garda","465","45,88576 10,84118","Madonna di Campiglio","427","46,22671 10,82582","Directed","Riva del Garda–Madonna di Campiglio","1"
"Berlin","168","52,52437 13,41053","Jagniątków","735","50,816944 15,609444","Directed","Berlin–Jagniątków","1"
"Strobl","895","47,71667 13,48333","Strobl","895","47,71667 13,48333","Directed","Strobl–Strobl","2"
"Strobl","895","47,71667 13,48333","Pontresina","34946","46,4955 9,90126","Directed","Strobl–Pontresina","1"
"Pontresina","34946","46,4955 9,90126","Pontresina","34946","46,4955 9,90126","Directed","Pontresina–Pontresina","3"
"Paris","182","48,85341 2,3488","IX., Alsergrund","59","48,22387 16,35641","Directed","Paris–IX., Alsergrund","2"
"Pörtschach am Wörthersee","44278","46,635556 14,1425","Wien","50","48,208333 16,373056","Directed","Pörtschach am Wörthersee–Wien","2"
"Fredensborg","51762","55,97558 12,40314","Willergasse 2","231810","48,139276 16,257741","Directed","Fredensborg–Willergasse 2","1"
"Hotel Alpenrose [Hohenschwangau]","248986","47,553369 10,736035","Hohenschwangau","90895","47,55631 10,74085","Directed","Hotel Alpenrose [Hohenschwangau]–Hohenschwangau","1"
"Hohenschwangau","90895","47,55631 10,74085","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Hohenschwangau–Tiefer Graben 17","1"
"Sternwartestraße 71","168815","48,23188 16,33716","IX., Alsergrund","59","48,22387 16,35641","Directed","Sternwartestraße 71–IX., Alsergrund","4"
"IX., Alsergrund","59","48,22387 16,35641","Paschinger Schlössl","253003","47,8027 13,0478","Directed","IX., Alsergrund–Paschinger Schlössl","1"
"Westerwede","258929","53,19852 8,92013","Wien","50","48,208333 16,373056","Directed","Westerwede–Wien","4"
"Wien","50","48,208333 16,373056","St. Anton am Arlberg","212","47,1275 10,26372","Directed","Wien–St. Anton am Arlberg","1"
"Villach","40454","46,61254 13,8529","Wien","50","48,208333 16,373056","Directed","Villach–Wien","1"
"I., Innere Stadt","51","48,20769 16,37049","Wildbad Waldbrunn","723","46,751211 12,101269","Directed","I., Innere Stadt–Wildbad Waldbrunn","1"
"Wien","50","48,208333 16,373056","Mozartgasse","44531","48,19519 16,36781","Directed","Wien–Mozartgasse","1"
"Wuppertal","989","51,25627 7,14816","Wien","50","48,208333 16,373056","Directed","Wuppertal–Wien","1"
"Südbahnhotel [Toblach]","36284","46,723101 12,225656","Unbekannt","255621","nicht vorhanden","Directed","Südbahnhotel [Toblach]–Unbekannt","1"
"Unbekannt","255621","nicht vorhanden","Seeboden am Millstättersee","34824","46,818888888889 13,518333","Directed","Unbekannt–Seeboden am Millstättersee","1"
"Altaussee","34401","47,639444 13,763333","Mallnitz","53548","46,99173 13,1678","Directed","Altaussee–Mallnitz","1"
"Wien","50","48,208333 16,373056","Fleischmarkt","50667","48,211117 16,376627","Directed","Wien–Fleischmarkt","1"
"Fleischmarkt","50667","48,211117 16,376627","III., Landstraße","53","48,19811 16,39482","Directed","Fleischmarkt–III., Landstraße","1"
"III., Landstraße","53","48,19811 16,39482","Seidlgasse 30","364746","48,205599 16,388584","Directed","III., Landstraße–Seidlgasse 30","2"
"Sládkovičovo","44686","48,203056 17,646944","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Sládkovičovo–Edmund-Weiß-Gasse 7","1"
"Meidlinger Hauptstraße","1239","48,178825 16,329918","Gutenstein","1036","47,875833333333 15,889166666667","Directed","Meidlinger Hauptstraße–Gutenstein","1"
"Yokohama","53977","35,43333 139,65","Wien","50","48,208333 16,373056","Directed","Yokohama–Wien","1"
"Seeboden am Millstättersee","34824","46,818888888889 13,518333","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Seeboden am Millstättersee–9/3 Post- und Telegraphenamt 72","2"
"Bad Gastein","521","47,11547 13,13467","Steindorf am Ossiacher See","34860","46,6992 13,98892","Directed","Bad Gastein–Steindorf am Ossiacher See","1"
"Varese","928","45,82908 8,82193","Varese","928","45,82908 8,82193","Directed","Varese–Varese","1"
"Varese","928","45,82908 8,82193","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Varese–9/3 Post- und Telegraphenamt 72","1"
"Hodonín","49823","48,84893 17,13244","Bad Ischl","213","47,71109 13,61893","Directed","Hodonín–Bad Ischl","1"
"München","45258","48,13743 11,57549","Eglmoosgasse 22","364910","47,712155 13,616607","Directed","München–Eglmoosgasse 22","1"
"Seis am Schlern","988","46,54133 11,55868","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","Seis am Schlern–Hasenauerstraße 59","1"
"Berlin","168","52,52437 13,41053","Willergasse 2","231810","48,139276 16,257741","Directed","Berlin–Willergasse 2","2"
"Bad Aussee","415","47,60998 13,78243","XVIII., Währing","68","48,23333 16,31667","Directed","Bad Aussee–XVIII., Währing","3"
"Wien","50","48,208333 16,373056","Frankfurt am Main","146","50,11552 8,68417","Directed","Wien–Frankfurt am Main","1"
"St. Johann im Pongau","996","47,35 13,2","Tschortkiw","45274","49,01701 25,79808","Directed","St. Johann im Pongau–Tschortkiw","1"
"Tschortkiw","45274","49,01701 25,79808","Tschortkiw","45274","49,01701 25,79808","Directed","Tschortkiw–Tschortkiw","1"
"Admont","49312","47,574904 14,460776","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Admont–1/1 Post- und Telegraphenamt 1","1"
"Axenstein","53227","46,98666 8,61554","Morschach","49170","46,97149 8,64802","Directed","Axenstein–Morschach","1"
"Morschach","49170","46,97149 8,64802","Edmund-Weiß-Gasse 7","168940","48,2304 16,33472","Directed","Morschach–Edmund-Weiß-Gasse 7","1"
"Stazione di Venezia Santa Lucia","850","45,44143 12,32024","Sternwartestraße 71","168815","48,23188 16,33716","Directed","Stazione di Venezia Santa Lucia–Sternwartestraße 71","1"
"Salzburg","30","47,80067 13,04532","Trondheim","40290","63,43049 10,39506","Directed","Salzburg–Trondheim","1"
"Trondheim","40290","63,43049 10,39506","Trondheim","40290","63,43049 10,39506","Directed","Trondheim–Trondheim","2"
"Budapest","43471","47,49835 19,04045","Opatija","38096","45,33771 14,30515","Directed","Budapest–Opatija","1"
"Brügge","36460","51,20892 3,22424","Brügge","36460","51,20892 3,22424","Directed","Brügge–Brügge","1"
"Brügge","36460","51,20892 3,22424","IX., Alsergrund","59","48,22387 16,35641","Directed","Brügge–IX., Alsergrund","1"
"I., Innere Stadt","51","48,20769 16,37049","Helsingør","726","56,03606 12,6136","Directed","I., Innere Stadt–Helsingør","1"
"Helsingør","726","56,03606 12,6136","Kurhotellet","41010","56,044988 12,603924","Directed","Helsingør–Kurhotellet","1"
"Feldafing","53150","47,94602 11,29326","Feldafing","53150","47,94602 11,29326","Directed","Feldafing–Feldafing","1"
"Feldafing","53150","47,94602 11,29326","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Feldafing–Tiefer Graben 17","2"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","I., Innere Stadt","51","48,20769 16,37049","Directed","9/3 Post- und Telegraphenamt 72–I., Innere Stadt","5"
"Semmering","189","47,64224 15,8241","Tiefer Graben 17","207301","48,212284 16,367725","Directed","Semmering–Tiefer Graben 17","1"
"Altaussee","34401","47,639444 13,763333","Reichenau an der Rax","483","47,7 15,83333","Directed","Altaussee–Reichenau an der Rax","1"
"Wien","50","48,208333 16,373056","Trondheim","40290","63,43049 10,39506","Directed","Wien–Trondheim","2"
"Alpnachstad","36232","46,95317 8,2776","Alpnachstad","36232","46,95317 8,2776","Directed","Alpnachstad–Alpnachstad","1"
"Alpnachstad","36232","46,95317 8,2776","Lugano","885","46,01008 8,96004","Directed","Alpnachstad–Lugano","1"
"Lugano","885","46,01008 8,96004","Hôtel du Parc & Bristol","43055","50,08161 8,24473","Directed","Lugano–Hôtel du Parc & Bristol","1"
"Nürnberg","44172","49,45421 11,07752","Hasenauerstraße 59","235251","48,23365 16,33494","Directed","Nürnberg–Hasenauerstraße 59","1"
"Tegernsee","39752","47,7123 11,7582","Hinterbrühl","75","48,08611 16,24809","Directed","Tegernsee–Hinterbrühl","1"
"Paris","182","48,85341 2,3488","Stockholm","1119","59,325 18,05","Directed","Paris–Stockholm","1"
"Kaltenleutgeben","44102","48,11646 16,19956","Wien","50","48,208333 16,373056","Directed","Kaltenleutgeben–Wien","1"
"9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Schönberg im Stubaital","759","47,18333 11,41667","Directed","9/3 Post- und Telegraphenamt 72–Schönberg im Stubaital","2"
"Dubrovnik","682","42,64807 18,09216","XVIII., Währing","68","48,23333 16,31667","Directed","Dubrovnik–XVIII., Währing","1"
"Innsbruck","867","47,272569 11,389534","Innsbruck","867","47,272569 11,389534","Directed","Innsbruck–Innsbruck","3"
"Innsbruck","867","47,272569 11,389534","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Innsbruck–1/1 Post- und Telegraphenamt 1","1"
"Wien","50","48,208333 16,373056","Tutzing","44493","47,90938 11,2803","Directed","Wien–Tutzing","1"
"Wien","50","48,208333 16,373056","London","224","51,50853 -0,12574","Directed","Wien–London","3"
"Wien","50","48,208333 16,373056","XII., Meidling","62","48,17192 16,32586","Directed","Wien–XII., Meidling","1"
"XII., Meidling","62","48,17192 16,32586","Bad Aussee","415","47,60998 13,78243","Directed","XII., Meidling–Bad Aussee","1"
"Salzburg","30","47,80067 13,04532","Bad Ischl","213","47,71109 13,61893","Directed","Salzburg–Bad Ischl","2"
"XIX., Döbling","69","48,25 16,33306","Welsberg-Taisten","428","46,75774 12,10556","Directed","XIX., Döbling–Welsberg-Taisten","1"
"Strobl","895","47,71667 13,48333","Wien","50","48,208333 16,373056","Directed","Strobl–Wien","3"
"Genua","994","44,40478 8,94439","9/3 Post- und Telegraphenamt 72","365208","48,216197 16,356623","Directed","Genua–9/3 Post- und Telegraphenamt 72","1"
"Reichenau an der Rax","483","47,7 15,83333","Tiefer Graben 23","207296","48,213038 16,368738","Directed","Reichenau an der Rax–Tiefer Graben 23","1"
"Genua","994","44,40478 8,94439","Wien","50","48,208333 16,373056","Directed","Genua–Wien","1"
"Bad Ischl","213","47,71109 13,61893","Hodonín","49823","48,84893 17,13244","Directed","Bad Ischl–Hodonín","1"
"Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","1/1 Post- und Telegraphenamt 1","365214","48,210359 16,378357","Directed","Wollzeile 15 (»Berthahof«)–1/1 Post- und Telegraphenamt 1","1"
"Wollzeile 15 (»Berthahof«)","190427","48,208656 16,375924","Paris","182","48,85341 2,3488","Directed","Wollzeile 15 (»Berthahof«)–Paris","1"
